Location,Premium,Brand_Model,Bluk_Price_DP,Year,Bluk_2,Url
"location_on
Giza
, 6th of October",,فبريكا بالكامل,"فبريكا بالكامل

1.6 A/T GT 4WD

1,400,000EGP
Min. DP:280,000EGP",2018,"Kia
Sportage
2018
Used
30,000
km
Automatic
Imported Specs
almost new
for Exchange
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-sportage/8d3c9a8598d44931b802dd6ea8274e4f?status=Used?dealer=1519495
"location_on
Giza
, Sheikh Zayed",,كيا سيلتوس 2023 - Kia Seltos خليجية-استيراد ( حر - جواب ),"كيا سيلتوس 2023 - Kia Seltos خليجية-استيراد ( حر - جواب )
1,035,000EGP
Min. DP:207,000EGP",2023,"Kia
seltos
2023
New
Automatic
Imported Specs
For Disabled
Fabrika In&Out",https://www.contactcars.com/en/new-cars/kia-seltos/for-sale/b7ff59d9b4ae45b39967b75d18721593?status=New?dealer=1519530
"location_on
Giza
, Sheikh Zayed",,كيا سيراتو ٢٠١٧. الفئة الثانية. استعمال طبيب.,"كيا سيراتو ٢٠١٧. الفئة الثانية. استعمال طبيب.
770,000EGP",2017,"Kia
Cerato
2017
Used
125,000
km
Automatic",https://www.contactcars.com/en/used-cars/kia-cerato/65e5521794474bb0a872b984cc32b744?status=Used
"location_on
Cairo
, Nasr City",,كيا سبورتاج,"كيا سبورتاج

1.6 A/T LX

1,600,000EGP
Min. DP:320,000EGP",2021,"Kia
Sportage
2021
Used
17,600
km
Automatic
Imported Specs
almost new
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-sportage/993c72c3848d4fcdaf4d954a6422671f?status=Used
"location_on
Giza
, Imbaba",,كيا سبورتاج بحاله الزيرو,"كيا سبورتاج بحاله الزيرو

1.6 A/T HL Plus

1,800,000EGP
Min. DP:360,000EGP",2022,"Kia
Sportage
2022
Used
40,000
km
Automatic
almost new
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-sportage/b9a90cd45129416b9ea8734abec5b6f8?status=Used
"location_on
Cairo
, Shoubra",,كيا كارنز,"كيا كارنز

1.6 A/T T/L

740,000EGP",2016,"Kia
Carens
2016
Used
126,000
km
Automatic",https://www.contactcars.com/en/used-cars/kia-carens/cb69b21312014a15b347fa0bb31d81c8?status=Used
"location_on
Alexandria
, Sporting",,كيا ريو ٢٠١٥ سيدان بحالة رائعة ٤٥٠٠٠كم,"كيا ريو ٢٠١٥ سيدان بحالة رائعة ٤٥٠٠٠كم

1.4 A/T EX S/R

630,000EGP",2015,"Kia
Rio
2015
Used
45,700
km
Automatic",https://www.contactcars.com/en/used-cars/kia-rio/c6bfb821f9614e8a9cb88b302aa6aa55?status=Used
"location_on
Cairo
, El Sherouk City",,كيا سيراتو حاله ممتازه,"كيا سيراتو حاله ممتازه
675,000EGP",2014,"Kia
Cerato
2014
Used
151,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-cerato/3aff9135af8b43279988970686863ffd?status=Used
"location_on
Giza
, Oasis Road",,كيا سيراتو بحالة الزيرو,"كيا سيراتو بحالة الزيرو
840,000EGP
Min. DP:168,000EGP",2018,"Kia
Cerato
2018
Used
69,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-cerato/73a385b63387499f9ba1ccabe7c09780?status=Used
"location_on
Giza
, El Haram",,كيا سبورتاج كسر الزيرو,"كيا سبورتاج كسر الزيرو

1.6 A/T TL

1,470,000EGP",2020,"Kia
Sportage
2020
Used
99,000
km
Automatic
almost new
for Exchange
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-sportage/6e4dda3cfca34473bb23c19ee56b9294?status=Used
"location_on
Cairo
, Heliopolis",,كيا سبورتاج 2021,"كيا سبورتاج 2021

1.6 A/T LX F/O

1,350,000EGP
Min. DP:270,000EGP",2021,"Kia
Sportage
2021
Used
70,000
km
Automatic",https://www.contactcars.com/en/used-cars/kia-sportage/2bc01a862b4c4370bc2be78c7a9581c9?status=Used
"location_on
Giza
, Sheikh Zayed",,سبورتاج بحاله ممتازه,"سبورتاج بحاله ممتازه
1,220,000EGP",2018,"Kia
Sportage
2018
Used
90,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-sportage/aedf203267ab45a5b3cfa5db90bd61b0?status=Used
"location_on
Cairo
, Rehab City",,كيا جراند سيراتو بحاله الزيرو استخدام بسيط جدااااا ثاني فئه كاملم,"كيا جراند سيراتو بحاله الزيرو استخدام بسيط جدااااا ثاني فئه كاملم

1.6 A/T LX

1,180,000EGP
Min. DP:236,000EGP",2022,"Kia
Grand Cerato
2022
Used
11,000
km
Automatic
almost new
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-grand_cerato/200bbabb454c4630875c411b7a3a0a12?status=Used
"location_on
Cairo
, New Cairo & 5th Settlement",,كيا جراند سيراتو 2023 زيرو لم ترخص ولا تستخدم فئة EX Cam,"كيا جراند سيراتو 2023 زيرو لم ترخص ولا تستخدم فئة EX Cam

1.6 A/T EX CAM

1,450,000EGP
Min. DP:290,000EGP",2023,"Kia
Grand Cerato
2023
New
Automatic
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/new-cars/kia-grand_cerato/for-sale/83f92d67682b48fcadcd315c745e6c05?status=New
"location_on
Cairo
, Nasr City",,ارخص كيا اسبورتاج في مصر KIA SPORTAGE 2023,"ارخص كيا اسبورتاج في مصر KIA SPORTAGE 2023
Down Payment412,000EGP",2023,"Kia
Sportage
2023
New
Automatic",https://www.contactcars.com/en/new-cars/kia-sportage/for-sale/0911d0d0a5414013b73f89397a35f302?status=New?dealer=1519503
"location_on
Cairo
, Nasr City",,كيا ريو 2015 توب لاين,"كيا ريو 2015 توب لاين

1.4 H/B A/T EX DAB ABS

575,000EGP",2015,"Kia
Rio
2015
Used
130,000
km
Automatic",https://www.contactcars.com/en/used-cars/kia-rio/4d5941bb775245ca9c9a44c04146a53e?status=Used?dealer=1519473
"location_on
Giza
, 6th of October",,كيا اسبرتاج,"كيا اسبرتاج

1.6 A/T GT 4WD

1,300,000EGP",2017,"Kia
Sportage
2017
Used
115,000
km
Automatic
for Exchange
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-sportage/6a0209fdc9b84f4c99cf7f8bc926367f?status=Used?dealer=1519495
"location_on
Giza
, 6th of October",Premium,KIA Sporatge,"KIA Sporatge

1.6 A/T GT 4WD

1,300,000EGP",2017,"Kia
Sportage
2017
Used
94,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-sportage/43d35317fa084b93b45dbd4d2bfeedfc?status=Used?dealer=1519495
"location_on
Cairo
, New Cairo & 5th Settlement",,كيا سيراتو بحاله كويسه ٢٠١٦,"كيا سيراتو بحاله كويسه ٢٠١٦
680,000EGP",2016,"Kia
Cerato
2016
Used
175,000
km
Automatic",https://www.contactcars.com/en/used-cars/kia-cerato/faf493ba02084aa3b211edfffe68b2ee?status=Used
"location_on
Suez
, Suez",Premium,Kia Cerato 2023,"Kia Cerato 2023

1.6 A/T H/L

Down Payment375,000EGP",2023,"Kia
Grand Cerato
2023
New
Automatic
Fabrika In&Out",https://www.contactcars.com/en/new-cars/kia-grand_cerato/for-sale/dec31628a37f45e3aa7c26e7ae35e81a?status=New?dealer=1519319
"location_on
Ismailia
, Sheikh Zayed",,Kia Cerato 2023,"Kia Cerato 2023

1.6 A/T H/L

Down Payment375,000EGP",2023,"Kia
Grand Cerato
2023
New
Automatic
Fabrika In&Out",https://www.contactcars.com/en/new-cars/kia-grand_cerato/for-sale/bd3c25c881524494af59229513990ad1?status=New?dealer=1519319
"location_on
Cairo
, Nasr City",,Kia Cerato 2023,"Kia Cerato 2023

1.6 A/T H/L

Down Payment375,000EGP",2023,"Kia
Grand Cerato
2023
New
Automatic
Fabrika In&Out",https://www.contactcars.com/en/new-cars/kia-grand_cerato/for-sale/f050b10a188d4e80af8850a0cd5c5281?status=New?dealer=1519319
"location_on
Dakahlia
, Mansoura",,كيا ريو ٢٠١٤ هاتشباك لون بنى,"كيا ريو ٢٠١٤ هاتشباك لون بنى

Sedan 1.4 EX Basic

485,000EGP",2014,"Kia
Rio
2014
Used
231,000
km
Automatic",https://www.contactcars.com/en/used-cars/kia-rio/7b20b33bc8b843ea9b02938472ce1bde?status=Used
"location_on
Cairo
, Nasr City",,كيا ريو 2015اعلي فئة بصمة فبريكا بالكامل,"كيا ريو 2015اعلي فئة بصمة فبريكا بالكامل

1.4 H/B A/T EX DAB ABS

620,000EGP",2015,"Kia
Rio
2015
Used
153,000
km
Automatic",https://www.contactcars.com/en/used-cars/kia-rio/01dcd35241f34cea8a64cc257b0a3750?status=Used
"location_on
Giza
, Sheikh Zayed",,كيا سيلتوس 2023 - KIA SELTOS خليجية-استيراد ( حر - جواب ),"كيا سيلتوس 2023 - KIA SELTOS خليجية-استيراد ( حر - جواب )
1,035,000EGP
Min. DP:207,000EGP",2023,"Kia
seltos
2023
New
Automatic
Imported Specs
For Disabled
Fabrika In&Out",https://www.contactcars.com/en/new-cars/kia-seltos/for-sale/67bc6abdb68446b087ff903d3a0f44c1?status=New?dealer=1519530
"location_on
Cairo
, Nasr City",,Kia Xceed 2023,"Kia Xceed 2023
400,000EGP",2023,"Kia
Xceed
2023
New
Automatic
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/new-cars/kia-xceed/for-sale/ec8dfcdd4b85480792a5723b1cf55785?status=New?dealer=1519395
"location_on
Giza
, 6th of October",,كيا سيراتو موديل 2014,"كيا سيراتو موديل 2014
620,000EGP",2014,"Kia
Cerato
2014
Used
187,000
km
Automatic
Imported Specs
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-cerato/99eeefc84cc841f1a2a6c9dd5e2b7c1f?status=Used
"location_on
Giza
, Sheikh Zayed",,كيا سيلتوس 2023 - Kia Seltos خليجية-استيراد ( حر - جواب ),"كيا سيلتوس 2023 - Kia Seltos خليجية-استيراد ( حر - جواب )
1,035,000EGP
Min. DP:207,000EGP",2023,"Kia
seltos
2023
New
Automatic
Imported Specs
For Disabled
Fabrika In&Out",https://www.contactcars.com/en/new-cars/kia-seltos/for-sale/e5adfc97fc1d41ef84c84c01a0945924?status=New?dealer=1519530
"location_on
Cairo
, Manial",,Kia Sportage 2023,"Kia Sportage 2023

1.6 A/T LX

890,000EGP",2023,"Kia
Sportage
2023
New
Automatic
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/new-cars/kia-sportage/for-sale/c4a33b3a850241d6ab70a7d409dff069?status=New?dealer=1519280
"location_on
Alexandria
, Muharram Bey",,سبورتاج suv,"سبورتاج suv
1,100,000EGP",2017,"Kia
Sportage
2017
Used
124,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-sportage/bf01dd09be8a4c39b948126732a551f9?status=Used
"location_on
Asyut
, Asyut",,كيا سبورتاج خليجي,"كيا سبورتاج خليجي

1.6 A/T EX SRF

1,400,000EGP",2016,"Kia
Sportage
2016
Used
190,000
km
Automatic",https://www.contactcars.com/en/used-cars/kia-sportage/ee04cc6fc62f43d186f9ba78ff5c2ba3?status=Used
"location_on
Cairo
, Heliopolis",,كيا سيراتو توب لاين 2016,"كيا سيراتو توب لاين 2016
750,000EGP",2016,"Kia
Cerato
2016
Used
185,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-cerato/5b4fed3621e1444e888866aba93f2593?status=Used
"location_on
Giza
, 6th of October",,كيا كارنز بحاله الزيرو,"كيا كارنز بحاله الزيرو

1.6 A/T EX

860,000EGP",2015,"Kia
Carens
2015
Used
112,000
km
Automatic
almost new",https://www.contactcars.com/en/used-cars/kia-carens/3b6ede31cb1b4372ad01101202e10879?status=Used
"location_on
Cairo
, Abbasiya",,اسبرتاج فبريكه,"اسبرتاج فبريكه

1.6L LX (FWD)

1,350,000EGP
Min. DP:270,000EGP",2020,"Kia
Sportage
2020
Used
13,000
km
Automatic",https://www.contactcars.com/en/used-cars/kia-sportage/4a765b04e2754481a1479b097743abfe?status=Used
"location_on
Giza
, Sheikh Zayed",,الشيخ زايد,"الشيخ زايد

1.4 A/T H/L FL

615,000EGP",2016,"Kia
Rio
2016
Used
140,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-rio/4c45dbc839be4b20ab70523659f55ba7?status=Used
"location_on
Cairo
, Nasr City",,كيا سبورتاج بحاله ممتازه,"كيا سبورتاج بحاله ممتازه

1.6 A/T TL Plus

1,450,000EGP",2021,"Kia
Sportage
2021
Used
130,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-sportage/c11ccfebda564e23bdad19efd7e04439?status=Used
"location_on
Giza
, Sheikh Zayed",,كيا سيلتوس 2023 - KIA SELTOS خليجية-استيراد ( حر - جواب ),"كيا سيلتوس 2023 - KIA SELTOS خليجية-استيراد ( حر - جواب )
1,035,000EGP
Min. DP:207,000EGP",2023,"Kia
seltos
2023
New
Automatic
Imported Specs
For Disabled
Fabrika In&Out",https://www.contactcars.com/en/new-cars/kia-seltos/for-sale/72360856ab9a42aebb2f09b95adbefe1?status=New?dealer=1519530
"location_on
Eastern
, Minia al-Qamh",,سبورتاج حالة نادرة,"سبورتاج حالة نادرة

1.6 A/T LX Cam

1,350,000EGP
Min. DP:270,000EGP",2021,"Kia
Sportage
2021
Used
22,000
km
Automatic
almost new
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-sportage/4682c53082c64e708f4d38566a4161b7?status=Used
"location_on
Cairo
, Nasr City",,Kia rio hatchback for sale,"Kia rio hatchback for sale
510,000EGP",2014,"Kia
Rio
2014
Used
160,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-rio/3515e7f3cb4944989bef93fa87db996e?status=Used
"location_on
Western
, Tanta",,سبورتاج للبيع Sportage for sale,"سبورتاج للبيع Sportage for sale

1.6 A/T GT 4WD

1,150,000EGP",2017,"Kia
Sportage
2017
Used
160,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-sportage/61438ccd0ca14e468d739ecd19508bb2?status=Used
"location_on
Dakahlia
, Mansoura",,كيا سيراتو خليجي ٢٠١٧ وارد الخليج,"كيا سيراتو خليجي ٢٠١٧ وارد الخليج
800,000EGP",2017,"Kia
Cerato
2017
Used
95,000
km
Automatic
Imported Specs
almost new
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-cerato/7f43043c33d64496a76267f2be688a56?status=Used
"location_on
Cairo
, Heliopolis",,كيا سيراتو خليجي فئه ثانيه 2015 بحالة ممتازه,"كيا سيراتو خليجي فئه ثانيه 2015 بحالة ممتازه
665,000EGP",2015,"Kia
Cerato
2015
Used
165,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-cerato/57b18045dc1f4064b32e991d002c9d91?status=Used
"location_on
Cairo
, New Cairo & 5th Settlement",,كيا كارينز 2014,"كيا كارينز 2014

1.6 A/T EX

800,000EGP",2014,"Kia
Carens
2014
Used
149,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-carens/e6437d7e950c42ff8ed942468d37a3ff?status=Used
"location_on
Giza
, El Haram",,كيا سورينتو 2020,"كيا سورينتو 2020

3.5 F/O A/T

2,000,000EGP
Min. DP:400,000EGP",2020,"Kia
Sorento
2020
Used
27,000
km
Automatic
almost new
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-sorento/dd73e314be5943648afcd85e6f70dcf1?status=Used
"location_on
Giza
, Manshiet al-Qanater",,سيراتو 2014,"سيراتو 2014
580,000EGP",2014,"Kia
Cerato
2014
Used
214,000
km
Automatic
for Exchange
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-cerato/91304b9ebc2d4d4f923654fbf861e181?status=Used
"location_on
Cairo
, Zahraa Maadi",,Kia rio 2015,"Kia rio 2015
510,000EGP",2015,"Kia
Rio II
2015
Used
130,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-rio_ii/eb8d5044f6924f309e181adff61f1b0a?status=Used
"location_on
Giza
, El Mohndseen",,كيا سيراتو بحاله ممتازه,"كيا سيراتو بحاله ممتازه
750,000EGP",2016,"Kia
Cerato
2016
Used
185,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-cerato/60bcd651dc014700911df79c21460822?status=Used
"location_on
Dakahlia
, Mansoura",,Kia Sportage 2021,"Kia Sportage 2021

1.6 A/T TL Plus

1,650,000EGP
Min. DP:330,000EGP",2021,"Kia
Sportage
2021
Used
32,000
km
Automatic",https://www.contactcars.com/en/used-cars/kia-sportage/682c748027a74be683beede404e3f197?status=Used
"location_on
Cairo
, Madinaty",,Kia sornto hybierd 230 HP,"Kia sornto hybierd 230 HP

Highline

2,750,000EGP
Min. DP:550,000EGP",2023,"Kia
Sorento
2023
Used
8,000
km
Automatic
Imported Specs
almost new
for Exchange
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-sorento/31f5eef0772b4091baa8aa8d6cdfd6fb?status=Used
"location_on
Giza
, 6th of October",,سورينتو,"سورينتو

3.5 F/O A/T

1,500,000EGP
Min. DP:300,000EGP",2020,"Kia
Sorento
2020
Used
62,000
km
Automatic",https://www.contactcars.com/en/used-cars/kia-sorento/6011315577844b268cb321f8188a2cfd?status=Used
"location_on
Alexandria
, Sidi Gaber",,Kia كيا سبورتاج توب لاين ٢٠٢٣,"Kia كيا سبورتاج توب لاين ٢٠٢٣
1,870,000EGP
Min. DP:374,000EGP",2023,"Kia
Sportage
2023
Used
5,079
km
Automatic
almost new
In Warranty",https://www.contactcars.com/en/used-cars/kia-sportage/6ec6c91dafeb4730959ab8143cefbfba?status=Used
"location_on
Cairo
, New Cairo & 5th Settlement",,كيا سبورتاج فبريكا بالكامل كسر زيرو 2022,"كيا سبورتاج فبريكا بالكامل كسر زيرو 2022

1.6 A/T LX Cam

1,450,000EGP
Min. DP:290,000EGP",2022,"Kia
Sportage
2022
Used
30,000
km
Automatic
almost new
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-sportage/e2ba982e12874276b625846104a182e7?status=Used
"location_on
Cairo
, Maadi",,بيكانتو,"بيكانتو
360,000EGP",2013,"Kia
Picanto
2013
Used
83,000
km
Manual",https://www.contactcars.com/en/used-cars/kia-picanto/f743cb27a04f47b9a1dc36f6c716d910?status=Used
"location_on
Cairo
, New Cairo & 5th Settlement",,كيا ريو للبيع,"كيا ريو للبيع
550,000EGP",2013,"Kia
Rio
2013
Used
100,000
km
Automatic",https://www.contactcars.com/en/used-cars/kia-rio/483daaef18034c81b0eff63537aca8c2?status=Used
"location_on
Cairo
, Rehab City",,Kia Sportage 2023,"Kia Sportage 2023
1,000,000EGP",2023,"Kia
Sportage
2023
New
Automatic
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/new-cars/kia-sportage/for-sale/5d7d7d21831c4a43a019d3446dea68e7?status=New?dealer=1519493
"location_on
Western
, Mahalla al-Kubra",,كيا جراند سيراتوا خليجي,"كيا جراند سيراتوا خليجي

1.6L MPI Base

850,000EGP",2020,"Kia
Grand Cerato
2020
Used
104,342
km
Automatic
Imported Specs
almost new",https://www.contactcars.com/en/used-cars/kia-grand_cerato/d49a6705180a4b5087dd4bb4478657a3?status=Used
"location_on
Cairo
, Zahraa Maadi",,كيا سيراتو ٢٠٢٣ زيرو فتحه سقف,"كيا سيراتو ٢٠٢٣ زيرو فتحه سقف

1.6 A/T H/L

1,270,000EGP
Min. DP:254,000EGP",2023,"Kia
Grand Cerato
2023
New
Automatic
Imported Specs
Fabrika In&Out",https://www.contactcars.com/en/new-cars/kia-grand_cerato/for-sale/e7828124288840069a770e37f65d62b7?status=New
"location_on
Giza
, Sheikh Zayed",,kia serato,"kia serato

1.6 A/T LX

Down Payment300,000EGP",2022,"Kia
Grand Cerato
2022
New
Automatic
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/new-cars/kia-grand_cerato/for-sale/3cb2de1f3fce4723b5331d9871e39613?status=New?dealer=1519449
"location_on
Cairo
, Nasr City",,Kia Xceed 2023,"Kia Xceed 2023
Down Payment450,000EGP",2023,"Kia
Xceed
2023
New
Automatic",https://www.contactcars.com/en/new-cars/kia-xceed/for-sale/602875403971494d8abd26568ff848c7?status=New?dealer=1519511
"location_on
Cairo
, Heliopolis",,كيا اسبورتاج,"كيا اسبورتاج

1.6 A/T H/L With GPS

1,250,000EGP
Min. DP:250,000EGP",2019,"Kia
Sportage
2019
Used
53,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-sportage/e1c0446323fd479498a3aad7699612b7?status=Used
"location_on
Cairo
, New Cairo & 5th Settlement",,كيا سيراتو توب لاين فبريكا بالكامل,"كيا سيراتو توب لاين فبريكا بالكامل
770,000EGP",2014,"Kia
Cerato
2014
Used
109,000
km
Automatic
for Exchange
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-cerato/67612cdb3aee4b89b860e25e1f2d41ec?status=Used
"location_on
Giza
, Sheikh Zayed",,كيا سيلتوس 2023 - Kia Seltos خليجية-استيراد ( حر - جواب ),"كيا سيلتوس 2023 - Kia Seltos خليجية-استيراد ( حر - جواب )
1,035,000EGP
Min. DP:207,000EGP",2023,"Kia
seltos
2023
New
Automatic
Imported Specs
For Disabled
Fabrika In&Out",https://www.contactcars.com/en/new-cars/kia-seltos/for-sale/2171e0919b84407eafa57bf59a9502f2?status=New?dealer=1519530
"location_on
Giza
, Sheikh Zayed",,كيا سيلتوس 2023 - Kia Seltos خليجية-استيراد ( حر - جواب ),"كيا سيلتوس 2023 - Kia Seltos خليجية-استيراد ( حر - جواب )
1,035,000EGP
Min. DP:207,000EGP",2023,"Kia
seltos
2023
New
Automatic
Imported Specs
For Disabled
Fabrika In&Out",https://www.contactcars.com/en/new-cars/kia-seltos/for-sale/7ffb4396e42148769c348a3179ad90f5?status=New?dealer=1519530
"location_on
Cairo
, Nasr City",,كيا ريو ٢٠١٥ 1600cc,"كيا ريو ٢٠١٥ 1600cc
670,000EGP",2015,"Kia
Rio
2015
Used
60,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-rio/77079686f2dc448db4a8de816e43451f?status=Used
"location_on
Cairo
, Zahraa Maadi",,سبورتاچ كسر زيرو بلزق الفابريكة على الشبابيك,"سبورتاچ كسر زيرو بلزق الفابريكة على الشبابيك

1.6 A/T LX Cam

1,440,000EGP
Min. DP:288,000EGP",2022,"Kia
Sportage
2022
Used
31,000
km
Automatic
almost new
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-sportage/c86ffd65bcd944f1a970443da59f575b?status=Used
"location_on
Cairo
, New Cairo & 5th Settlement",,جراند سيراتو فبريكا بلكامل اعلا فئه 2020,"جراند سيراتو فبريكا بلكامل اعلا فئه 2020

1.6 A/T T/L Grand New Shape

1,200,000EGP",2020,"Kia
Grand Cerato
2020
Used
97,000
km
Automatic
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-grand_cerato/ca9aa40c0f774d73bfba65d8547b5da6?status=Used
"location_on
Giza
, Giza",,كيا اسبورتاج GT 1600 تيربو,"كيا اسبورتاج GT 1600 تيربو

1.6 A/T Turbo GT 4WD With GPS

1,400,000EGP
Min. DP:280,000EGP",2019,"Kia
Sportage
2019
Used
55,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-sportage/ddd8c65bb2bd4142949b0844c52b6c69?status=Used
"location_on
Egypt",,KIA sportage 2020 KM 55000 بلاس خليجي,"KIA sportage 2020 KM 55000 بلاس خليجي

1.6L LX (FWD) Full Option Plus

1,370,000EGP
Min. DP:274,000EGP",2020,"Kia
Sportage
2020
Used
55,000
km
Automatic
Imported Specs
almost new
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-sportage/9eaa8fc501c44bf2beaa5bcdd54a0228?status=Used?dealer=1519520
"location_on
Cairo
, Nasr City",,كيا سيراتو خليجي 2016,"كيا سيراتو خليجي 2016
625,000EGP",2016,"Kia
Cerato
2016
Used
105,000
km
Automatic",https://www.contactcars.com/en/used-cars/kia-cerato/543caa11b847499987f009617a0c8706?status=Used?dealer=1519450
"location_on
Cairo
, Helwan",,كيا اكسيد 2022 عداد 65000,"كيا اكسيد 2022 عداد 65000

1.5 A/T H/L

1,080,000EGP
Min. DP:216,000EGP",2022,"Kia
Xceed
2022
Used
65,000
km
Automatic
almost new
In Warranty",https://www.contactcars.com/en/used-cars/kia-xceed/105e382c126f4b97b67354b55e50e9c9?status=Used
"location_on
Giza
, 6th of October",,التواصل واتس اب,"التواصل واتس اب
685,000EGP",2016,"Kia
Cerato
2016
Used
210,000
km
Automatic",https://www.contactcars.com/en/used-cars/kia-cerato/ccea3c4998a74c38beda7074db303d41?status=Used
"location_on
Cairo
, New Cairo & 5th Settlement",,كيا بيكانتو فبريكا اتوماتيك جميع الكماليات,"كيا بيكانتو فبريكا اتوماتيك جميع الكماليات

1.2 A/T F/O H/L

520,000EGP",2016,"Kia
Picanto
2016
Used
60,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-picanto/02aa7ee329a64e579b01b6289d1d1cd4?status=Used
"location_on
Cairo
, New Cairo & 5th Settlement",,Kia Sportage 2023,"Kia Sportage 2023
1,900,000EGP
Min. DP:380,000EGP",2023,"Kia
Sportage
2023
New
Automatic
Imported Specs
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/new-cars/kia-sportage/for-sale/5ee59a7305fc47e993d620326eafcd28?status=New?dealer=1519462
"location_on
Alexandria
, Bab Sharq",,كيا-كارنز-٢٠١٤- عداد ٥٥٠٠٠ كيلو,"كيا-كارنز-٢٠١٤- عداد ٥٥٠٠٠ كيلو

1.6 A/T H/L

750,000EGP",2014,"Kia
Carens
2014
Used
55,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-carens/b521bd12c4b04943aa33d99a3c7d3e42?status=Used
"location_on
Cairo
, New Cairo & 5th Settlement",,سياره كيا اكسيد زيرواا صيانات توكيل مفيش خربوش,"سياره كيا اكسيد زيرواا صيانات توكيل مفيش خربوش

1.5 A/T H/L

1,000,000EGP
Min. DP:200,000EGP",2022,"Kia
Xceed
2022
Used
70,000
km
Automatic
almost new
for Exchange
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-xceed/13c5a512288d4854897c27d06f67dd79?status=Used
"location_on
Giza
, Agouza",,للبيع كيا سبورتاج فبريكة كالزيرو صيانات توكيل افضل شكل واخرموديل,"للبيع كيا سبورتاج فبريكة كالزيرو صيانات توكيل افضل شكل واخرموديل

1.6 A/T EX SRF

970,000EGP",2016,"Kia
Sportage
2016
Used
140,000
km
Automatic
almost new
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-sportage/47a42e360e8340d688206645532496e8?status=Used
"location_on
Dakahlia
, Belqas",,سبورتاج ٢٠١٩ الشكل الجديد,"سبورتاج ٢٠١٩ الشكل الجديد

1.6 A/T TL

1,300,000EGP
Min. DP:260,000EGP",2019,"Kia
Sportage
2019
Used
72,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-sportage/e14a8edf112f4c3a9a136b3c9b84812d?status=Used
"location_on
Cairo
, Nasr City",,ارخص كيا بيكانتو زيرووووو في مصر 2023 NEW KIA PICANTO,"ارخص كيا بيكانتو زيرووووو في مصر 2023 NEW KIA PICANTO
Down Payment210,000EGP",2023,"Kia
Picanto
2023
Used
1,000
km
Automatic",https://www.contactcars.com/en/used-cars/kia-picanto/228f9032c81e4114b0c9e9f2f47eb7b2?status=Used?dealer=1519503
